Case,Activity,Timestamp,Resource,error_detected,detected_error_types
3300,Request info,2024-04-10 03:38:16.674000000,Manager-000004,False,
3300,info received,2024-04-10 03:51:03.959000000,,False,
3300,verify completeness,2024-04-10 03:51:13.959000000,Clerk-000005,True,synonymous
3300,Request info,2024-04-10 04:03:03.434000000,Manager-000005,False,
3300,info received,2024-04-10 04:06:24.861000000,,False,
3300,Check for completeness,2024-04-10 04:06:34.861000000,Clerk-000001,False,
3300,Perform checks,2024-04-10 04:09:28.352000000,Clerk-000003,False,
3300,Make decision,2024-04-10 04:16:45.291000000,Manager-000004,False,
3300,notify reject,2024-04-10 04:25:21.818000000,Manager-000005,False,
3300,review request received,2024-04-10 04:48:25.120000000,,False,
3300,Check for completeness,2024-04-10 04:48:35.120000000,Clerk-000002,False,
3300,Perform checks,2024-04-10 05:05:52.322000000,Clerk-000005,False,
3300,Make decision,2024-04-10 05:09:55.733000000,Manager-000003,False,
3300,Notify accept,2024-04-10 05:10:32.516000000,Manager-000004,True,synonymous
3300,Deliver card,2024-04-10 05:15:02.445000000,Manager-000001,False,
3301,Check for completeness,2024-04-10 03:52:42.834000000,Clerk-000002,False,
3301,Perform checks,2024-04-10 03:52:53.394000000,Clerk-000004,False,
3301,Make decision,2024-04-10 03:53:40.731000000,Manager-000002,False,
3301,Notify accept,2024-04-10 03:55:53.754000000,Manager-000003,True,synonymous
3301,Deliver card,2024-04-10 04:20:24.912000000,Manager-000002,False,
3302,Check for completeness,2024-04-10 04:35:14.889000000,Clerk-000006,False,
3302,Perform checks,2024-04-10 04:56:39.103000000,Clerk-000004,True,homonymous
3302,Make decision,2024-04-10 05:10:56.871000000,Manager-000002,False,
3302,notify reject,2024-04-10 05:17:26.767000000,Manager-000006,False,
3302,review request received,2024-04-10 05:39:34.834000000,,False,
3302,Check for completeness,2024-04-10 05:39:44.834000000,Clerk-000001,True,collateral
3302,Check for completeness_1,2024-04-10 05:39:46.340835536,Clerk-000001,True,distorted|synonymous|collateral
3302,Check for completeness_2,2024-04-10 05:39:47.333432211,Clerk-000001,True,distorted|synonymous|collateral
3302,Perform checks,2024-04-10 05:55:40.960000000,Clerk-000003,True,homonymous
3302,Make decision,2024-04-10 06:06:50.075000000,Manager-000005,False,
3302,Notify accept,2024-04-10 06:16:45.144000000,Manager-000003,True,synonymous
3302,Deliver card,2024-04-10 06:16:55.529000000,Manager-000004,False,
3303,Check for completeness_>20240410,2024-04-10 09:18:36.680000000,Clerk-000006,True,polluted
3303,Information exchange,2024-04-10 09:23:54.526000000,Manager-000002,True,homonymous
3303,Information exchange,2024-04-10 09:25:41.449000000,,True,homonymous
3303,Check for completeness,2024-04-10 09:25:51.449000000,Clerk-000002,False,
3303,Request info>382_20240410,2024-04-10 09:30:17.844000000,Manager-000001,True,polluted
3303,info received,2024-04-10 09:33:33.178000000,,False,
3303,Check for completeness-LK15_20240410,2024-04-10 09:33:43.178000000,Clerk-000005,True,polluted|distorted
3303,Perform checks,2024-04-10 09:44:43.868000000,Clerk-000004,False,
3303,Make decision,2024-04-10 10:12:59.910000000,Manager-000006,False,
3303,Notify accept,2024-04-10 10:22:17.163000000,Manager-000005,True,synonymous
3303,Deliver card,2024-04-10 10:26:06.503000000,Manager-000003,False,
3304,Check for completeness,2024-04-10 12:08:42.785000000,Clerk-000001,False,
3304,Request info,2024-04-10 12:18:42.772000000,Manager-000004,False,
3304,info received,2024-04-10 12:31:24.033000000,,False,
3304,Check for completeness,2024-04-10 12:31:34.033000000,Clerk-000003,False,
3304,Request info,2024-04-10 12:32:24.194000000,Manager-000002,False,
3304,info received,2024-04-10 12:32:33.249000000,,False,
3304,Check for completeness,2024-04-10 12:32:43.249000000,Clerk-000006,False,
3304,Perform checks,2024-04-10 12:42:41.480000000,Clerk-000002,False,
3304,Make decision,2024-04-10 12:57:33.339000000,Manager-000001,False,
3304,notify reject,2024-04-10 13:01:18.366000000,Manager-000006,False,
3304,review request received,2024-04-10 13:03:05.261000000,,False,
3304,Check for completeness,2024-04-10 13:03:15.261000000,Clerk-000005,False,
3304,Request info,2024-04-10 13:39:48.838000000,Manager-000005,False,
3304,info received,2024-04-10 13:41:53.382000000,,False,
3304,Check for completeness,2024-04-10 13:42:03.382000000,Clerk-000001,False,
3304,Request info,2024-04-10 13:58:40.152000000,Manager-000003,False,
3304,info received,2024-04-10 14:05:39.275000000,,False,
3304,Check for completeness,2024-04-10 14:05:49.275000000,Clerk-000003,False,
3304,Perform checks,2024-04-10 14:12:51.570000000,Clerk-000002,False,
3304,Make decision,2024-04-10 14:14:34.727000000,Manager-000002,False,
3304,Notify accept,2024-04-10 14:35:39.836000000,Manager-000005,True,synonymous
3304,Deliver card,2024-04-10 14:47:16.591000000,Manager-000004,False,
3305,Check for completeness,2024-04-10 13:37:31.749000000,Clerk-000004,False,
3305,Request info,2024-04-10 14:04:24.368000000,Manager-000004,False,
3305,info received,2024-04-10 14:21:05.380000000,,False,
3305,Check for completeness,2024-04-10 14:21:15.380000000,Clerk-000005,False,
3305,Request info,2024-04-10 14:22:24.673000000,Manager-000006,False,
3305,info received,2024-04-10 14:42:54.062000000,,False,
3305,Check for completeness,2024-04-10 14:43:04.062000000,Clerk-000004,False,
3305,Request info,2024-04-10 14:43:19.253000000,Manager-000003,False,
3305,info received,2024-04-10 14:45:00.040000000,,False,
3305,Check for completeness,2024-04-10 14:45:10.040000000,Clerk-000003,False,
3305,Request info,2024-04-10 15:33:42.970000000,Manager-000003,False,
3305,info received,2024-04-10 15:37:54.007000000,,False,
3305,Check for completeness,2024-04-10 15:38:04.007000000,Clerk-000006,False,
3305,Perform checks,2024-04-10 15:44:49.754000000,Clerk-000005,False,
3305,Make decision,2024-04-10 15:59:16.483000000,Manager-000005,False,
3305,Notify accept,2024-04-10 16:07:15.042000000,Manager-000004,True,synonymous
3305,Deliver card,2024-04-10 16:16:08.016000000,Manager-000001,False,
3306,Check for completeness,2024-04-10 14:11:56.216000000,Clerk-000006,False,
3306,Request info,2024-04-10 14:14:42.528000000,Manager-000001,False,
3306,info received,2024-04-10 14:29:56.303000000,,False,
3306,Check for completeness,2024-04-10 14:30:06.303000000,Clerk-000001,False,
3306,Perform checks,2024-04-10 15:16:55.880000000,Clerk-000002,False,
3306,Make decision,2024-04-10 15:18:50.412000000,Manager-000001,False,
3306,Notify accept,2024-04-10 15:25:22.353000000,Manager-000002,True,synonymous
3306,Deliver card,2024-04-10 15:27:06.909000000,Manager-000006,False,
3307,Check for completeness,2024-04-10 16:03:00.746000000,Clerk-000004,False,
3307,Request info,2024-04-10 16:27:00.939000000,Manager-000002,False,
3307,info received,2024-04-10 16:28:48.261000000,,False,
3307,Check for completeness,2024-04-10 16:28:58.261000000,Clerk-000001,False,
3307,Perform checks,2024-04-10 16:32:39.239000000,Clerk-000002,False,
3307,Make decision,2024-04-10 16:45:23.890000000,Manager-000006,False,
3307,Notify accept,2024-04-10 16:46:02.720000000,Manager-000003,True,synonymous
3307,Deliver card,2024-04-10 16:50:47.462000000,Manager-000005,False,
3308,Check for completeness,2024-04-10 16:57:17.994000000,Clerk-000003,False,
3308,Perform checks,2024-04-10 17:01:42.145000000,Clerk-000006,False,
3308,Make decision,2024-04-10 17:02:02.672000000,Manager-000004,False,
3308,Notify accept,2024-04-10 17:25:54.131000000,Manager-000001,True,synonymous
3308,Deliver card,2024-04-10 17:26:29.278000000,Manager-000002,False,
3309,Check for completeness,2024-04-10 18:34:58.276000000,Clerk-000005,False,
3309,Request info,2024-04-10 18:40:43.038000000,Manager-000006,False,
3309,info received,2024-04-10 18:49:38.672000000,,False,
3309,Check for completeness,2024-04-10 18:49:48.672000000,Clerk-000004,False,
3309,Perform checks,2024-04-10 18:50:27.147000000,Clerk-000001,False,
3309,Make decision,2024-04-10 18:55:06.546000000,Manager-000003,False,
3309,notify reject,2024-04-10 19:29:58.082000000,Manager-000004,False,
3309,review request received,2024-04-10 19:30:52.853000000,,False,
3309,Check for completeness,2024-04-10 19:31:02.853000000,Clerk-000002,False,
3309,Request info,2024-04-10 19:35:31.713000000,Manager-000001,False,
3309,info received,2024-04-10 19:40:19.526000000,,False,
3309,Check for completeness,2024-04-10 19:40:29.526000000,Clerk-000003,False,
3309,Request info,2024-04-10 19:41:42.181000000,Manager-000002,False,
3309,info received,2024-04-10 19:43:13.261000000,,False,
3309,Check for completeness,2024-04-10 19:43:23.261000000,Clerk-000006,False,
3309,Request info,2024-04-10 19:44:14.165000000,Manager-000005,False,
3309,info received,2024-04-10 19:45:05.526000000,,False,
3309,Check for completeness,2024-04-10 19:45:15.526000000,Clerk-000005,False,
3309,Request info,2024-04-10 20:27:39.245000000,Manager-000006,False,
3309,info received,2024-04-10 20:37:31.013000000,,False,
3309,Check for completeness,2024-04-10 20:37:41.013000000,Clerk-000001,False,
3309,Request info,2024-04-10 20:38:40.563000000,Manager-000003,False,
3309,info received,2024-04-10 20:40:10.411000000,,False,
3309,Check for completeness,2024-04-10 20:40:20.411000000,Clerk-000002,False,
3309,Perform checks,2024-04-10 20:43:50.849000000,Clerk-000006,False,
3309,Make decision,2024-04-10 20:46:39.439000000,Manager-000004,False,
3309,notify reject,2024-04-10 20:54:10.075000000,Manager-000001,False,
3309,time out,2024-04-10 21:19:28.790000000,,False,
331,Check for completeness,2023-10-17 22:59:25.293000000,Clerk-000005,False,
331,Request info,2023-10-17 23:04:30.255000000,Manager-000005,False,
331,info received,2023-10-17 23:32:15.263000000,,False,
331,Check for completeness,2023-10-17 23:32:25.263000000,Clerk-000002,False,
331,Request info,2023-10-17 23:45:10.662000000,Manager-000001,False,
331,info received,2023-10-17 23:54:42.664000000,,False,
331,Check for completeness,2023-10-17 23:54:52.664000000,Clerk-000001,False,
331,Perform checks,2023-10-18 00:02:31.325000000,Clerk-000005,False,
331,Make decision,2023-10-18 00:08:55.470000000,Manager-000005,False,
331,Notify accept,2023-10-18 00:20:50.010000000,Manager-000006,True,synonymous
331,Deliver card,2023-10-18 00:28:45.096000000,Manager-000005,False,
3310,Check for completeness,2024-04-10 20:30:35.292000000,Clerk-000004,False,
3310,Perform checks,2024-04-10 20:40:31.514000000,Clerk-000003,False,
3310,Make decision,2024-04-10 21:00:31.743000000,Manager-000002,False,
3310,Notify accept,2024-04-10 21:02:39.567000000,Manager-000005,True,synonymous
3310,Deliver card,2024-04-10 21:18:03.752000000,Manager-000006,False,
3311,Check for completeness,2024-04-10 22:58:55.856000000,Clerk-000005,False,
3311,Request info,2024-04-10 22:59:09.998000000,Manager-000003,False,
3311,info received,2024-04-10 23:15:17.190000000,,False,
3311,info received_1,2024-04-10 23:15:17.868787667,,True,distorted|synonymous
3311,info received_2,2024-04-10 23:15:19.343205889,,True,distorted|synonymous
3311,Check for completeness,2024-04-10 23:15:27.190000000,Clerk-000001,False,
3311,Request info,2024-04-10 23:19:31.185000000,Manager-000004,False,
3311,info received,2024-04-10 23:30:06.502000000,,False,
3311,Check for completeness,2024-04-10 23:30:16.502000000,Clerk-000004,False,
3311,Perform checks,2024-04-10 23:33:07.935000000,Clerk-000002,False,
3311,Mamke decision,2024-04-10 23:48:29.370000000,Manager-000002,True,distorted|synonymous
3311,notify reject,2024-04-10 23:58:02.357000000,Manager-000005,False,
3311,tine out,2024-04-11 00:12:50.879000000,,True,distorted
3312,Check for completeness,2024-04-11 00:02:25.639000000,Clerk-000006,False,
3312,Request info,2024-04-11 00:04:23.185000000,Manager-000001,False,
3312,data received,2024-04-11 00:07:18.882000000,,False,
3312,Check for completeness,2024-04-11 00:07:28.882000000,Clerk-000003,False,
3312,Request info,2024-04-11 00:19:15.627000000,Manager-000006,False,
3312,Qinfo received,2024-04-11 00:28:56.262000000,,True,distorted
3312,Check for completeness,2024-04-11 00:29:06.262000000,Clerk-000005,False,
3312,Request info,2024-04-11 00:30:36.370000000,Manager-000003,False,
3312,info received,2024-04-11 00:39:19.512000000,,False,
3312,Check for completeness,2024-04-11 00:39:29.512000000,Clerk-000001,False,
3312,Perform checks,2024-04-11 00:57:06.682000000,Clerk-000004,False,
3312,Make decision,2024-04-11 01:01:28.223000000,Manager-000004,False,
3312,notify reject,2024-04-11 01:11:54.226000000,Manager-000002,False,
3312,Case assessment,2024-04-11 01:22:35.261000000,,True,homonymous
3312,Check for completeness,2024-04-11 01:22:45.261000000,Clerk-000002,False,
3312,Request info,2024-04-11 01:27:03.024000000,Manager-000001,False,
3312,info receilved,2024-04-11 01:42:56.401000000,,True,distorted
3312,Check for completeness,2024-04-11 01:43:06.401000000,Clerk-000006,False,
3312,Perform checks,2024-04-11 01:46:12.961000000,Clerk-000003,False,
3312,Case assessment,2024-04-11 02:23:28.470000000,Manager-000006,True,homonymous
3312,Notify accept,2024-04-11 02:40:06.637000000,Manager-000004,True,synonymous
3312,Deliver card,2024-04-11 03:07:08.324000000,Manager-000001,False,
3313,Check for completeness,2024-04-11 02:04:35.461000000,Clerk-000005,False,
3313,Perform checks,2024-04-11 02:14:19.977000000,Clerk-000001,False,
3313,Make decision,2024-04-11 02:23:16.706000000,Manager-000005,False,
3313,notify reject,2024-04-11 02:24:20.701000000,Manager-000003,False,
3313,time out,2024-04-11 02:30:45.460000000,,False,
3314,Check for completeness,2024-04-11 02:42:01.122000000,Clerk-000004,False,
3314,Request info,2024-04-11 02:54:48.179000000,Manager-000002,False,
3314,info received,2024-04-11 02:58:44.359000000,,False,
3314,Check for completeness,2024-04-11 02:58:54.359000000,Clerk-000002,False,
3314,Perform checks,2024-04-11 03:49:05.879000000,Clerk-000006,False,
3314,Make decision,2024-04-11 04:05:52.028000000,Manager-000005,False,
3314,notify reject,2024-04-11 04:08:48.236000000,Manager-000003,False,
3314,review request received,2024-04-11 04:13:59.492000000,,False,
3314,Check for completeness,2024-04-11 04:14:09.492000000,Clerk-000005,False,
3314,Perform checks,2024-04-11 04:32:15.134000000,Clerk-000003,False,
3314,Make decision,2024-04-11 04:34:11.073000000,Manager-000006,False,
3314,notify reject,2024-04-11 05:10:35.345000000,Manager-000001,False,
3314,time out,2024-04-11 05:15:12.825000000,,False,
3315,Check for completeness,2024-04-11 04:28:49.004000000,Clerk-000001,False,
3315,Request info,2024-04-11 04:41:03.840000000,Manager-000002,False,
3315,info received,2024-04-11 04:56:40.189000000,,False,
3315,Check for completeness,2024-04-11 04:56:50.189000000,Clerk-000004,False,
3315,Request info,2024-04-11 04:57:24.738000000,Manager-000004,False,
3315,info received,2024-04-11 05:00:27.065000000,,False,
3315,Check for completeness,2024-04-11 05:00:37.065000000,Clerk-000002,False,
3315,Request info,2024-04-11 05:29:26.868000000,Manager-000005,False,
3315,info received,2024-04-11 05:42:41.459000000,,False,
3315,Check for completeness,2024-04-11 05:42:51.459000000,Clerk-000005,False,
3315,Request info,2024-04-11 05:47:01.245000000,Manager-000003,False,
3315,info received,2024-04-11 05:49:11.882000000,,False,
3315,Check for completeness,2024-04-11 05:49:21.882000000,Clerk-000003,False,
3315,Perform checks,2024-04-11 06:12:56.472000000,Clerk-000005,False,
3315,Make decision,2024-04-11 06:13:58.911000000,Manager-000004,False,
3315,Notify accept,2024-04-11 06:33:07.306000000,Manager-000005,True,synonymous
3315,Deliver card,2024-04-11 06:34:23.495000000,Manager-000003,False,
3316,Check for completeness,2024-04-11 05:38:19.040000000,Clerk-000006,False,
3316,Request info,2024-04-11 06:01:09.339000000,Manager-000002,False,
3316,info received,2024-04-11 06:11:59.881000000,,False,
3316,Check for completeness,2024-04-11 06:12:09.881000000,Clerk-000002,False,
3316,Request info,2024-04-11 06:26:32.183000000,Manager-000006,False,
3316,info received,2024-04-11 06:34:53.738000000,,False,
3316,Check for completeness,2024-04-11 06:35:03.738000000,Clerk-000003,False,
3316,Perform checks,2024-04-11 07:02:24.615000000,Clerk-000006,False,
3316,Make decision,2024-04-11 07:17:06.072000000,Manager-000005,False,
3316,Notify accept,2024-04-11 07:25:15.915000000,Manager-000001,True,synonymous
3316,Deliver card,2024-04-11 07:50:02.435000000,Manager-000004,False,
3317,Check for completeness,2024-04-11 05:55:27.001000000,Clerk-000001,False,
3317,Perform checks,2024-04-11 05:59:50.499000000,Clerk-000004,False,
3317,Make decision,2024-04-11 06:29:53.753000000,Manager-000001,False,
3317,Notify accept,2024-04-11 06:34:49.579000000,Manager-000002,True,synonymous
3317,Deliver card,2024-04-11 06:47:37.874000000,Manager-000001,False,
3318,Check for completeness,2024-04-11 06:17:15.789000000,Clerk-000001,False,
3318,Perform checks,2024-04-11 06:25:00.798000000,Clerk-000006,False,
3318,Make decision,2024-04-11 06:45:26.805000000,Manager-000005,False,
3318,notify reject,2024-04-11 06:53:16.170000000,Manager-000006,False,
3318,review request received,2024-04-11 06:55:23.103000000,,False,
3318,Check for completeness,2024-04-11 06:55:33.103000000,Clerk-000004,False,
3318,Perform checks,2024-04-11 06:58:41.437000000,Clerk-000005,False,
3318,Make decision,2024-04-11 06:59:37.041000000,Manager-000003,False,
3318,notify reject,2024-04-11 07:00:24.121000000,Manager-000004,False,
3318,time out,2024-04-11 07:14:22.097000000,,False,
3319,Check for completeness,2024-04-11 06:39:47.290000000,Clerk-000005,False,
3319,Request info,2024-04-11 06:43:44.946000000,Manager-000004,False,
3319,info received,2024-04-11 06:44:04.097000000,,False,
3319,Check for completeness,2024-04-11 06:44:14.097000000,Clerk-000001,False,
3319,Perform checks,2024-04-11 06:51:13.499000000,Clerk-000002,False,
3319,Make decision,2024-04-11 07:06:48.338000000,Manager-000002,False,
3319,notify reject,2024-04-11 07:27:45.066000000,Manager-000006,False,
3319,review request received,2024-04-11 07:31:30.122000000,,False,
3319,Check for completeness,2024-04-11 07:31:40.122000000,Clerk-000001,False,
3319,Request info,2024-04-11 07:40:02.772000000,Manager-000003,False,
3319,info received,2024-04-11 07:48:22.467000000,,False,
3319,Check for completeness,2024-04-11 07:48:32.467000000,Clerk-000004,False,
3319,Request info,2024-04-11 07:50:54.065000000,Manager-000005,False,
3319,info received,2024-04-11 07:52:20.708000000,,False,
3319,Check for completeness,2024-04-11 07:52:30.708000000,Clerk-000005,False,
3319,Perform checks,2024-04-11 08:15:25.746000000,Clerk-000006,False,
3319,Make decision,2024-04-11 08:20:23.717000000,Manager-000002,False,
3319,notify reject,2024-04-11 08:29:06.478000000,Manager-000006,False,
3319,time out,2024-04-11 08:29:41.964000000,,False,
332,Verification process,2023-10-17 23:35:58.482000000,Clerk-000003,False,
332,Perform checks,2023-10-18 00:09:46.611000000,Clerk-000002,False,
332,Make decision,2023-10-18 00:16:47.627000000,Manager-000001,True,homonymous
332,notify reject,2023-10-18 00:20:28.297000000,Manager-000003,False,
332,review request received,2023-10-18 00:41:42.771000000,,False,
332,Check for completeness,2023-10-18 00:41:52.771000000,Clerk-000005,True,homonymous
332,RequesT info,2023-10-18 00:45:55.990000000,Manager-000004,True,synonymous
332,info received,2023-10-18 01:00:17.202000000,,False,
332,Check for completeness,2023-10-18 01:00:27.202000000,Clerk-000003,True,homonymous
332,Verification process,2023-10-18 01:23:37.925000000,Clerk-000004,False,
332,Make decision,2023-10-18 01:36:17.236000000,Manager-000003,True,homonymous
332,notify reject,2023-10-18 01:48:16.170000000,Manager-000005,True,collateral
332,notify reject_1,2023-10-18 01:48:17.054951009,Manager-000005,True,distorted|synonymous|collateral
332,notify reject_2,2023-10-18 01:48:18.998264849,Manager-000005,True,distorted|synonymous|collateral
332,tim eout,2023-10-18 02:21:11.229000000,,True,distorted
3320,Check for completeness,2024-04-11 08:03:02.371000000,Clerk-000003,False,
3320,Perform checks,2024-04-11 08:11:20.788000000,Clerk-000002,False,
3320,Make decision,2024-04-11 09:02:03.092000000,Manager-000001,False,
3320,Notify accept,2024-04-11 09:10:27.795000000,Manager-000005,True,synonymous
3320,Deliver card,2024-04-11 09:30:58.499000000,Manager-000002,False,
3321,Check for completeness,2024-04-11 08:55:39.024000000,Clerk-000001,False,
3321,Request info,2024-04-11 09:10:49.269000000,Manager-000004,False,
3321,info received,2024-04-11 09:52:58.501000000,,False,
3321,Check for completeness,2024-04-11 09:53:08.501000000,Clerk-000004,True,form-based
3321,Request info,2024-04-11 09:53:08.501000000,Manager-000001,True,form-based
3321,info received,2024-04-11 09:53:08.501000000,,True,form-based
3321,Check for completeness,2024-04-11 09:53:08.501000000,Clerk-000005,True,form-based
3321,Request info,2024-04-11 10:12:05.201000000,Manager-000004,False,
3321,info received,2024-04-11 10:30:22.304000000,,False,
3321,Check for completeness,2024-04-11 10:30:32.304000000,Clerk-000002,False,
3321,Request info,2024-04-11 10:35:12.680000000,Manager-000001,False,
3321,info received,2024-04-11 10:45:25.167000000,,False,
3321,Check for completeness,2024-04-11 10:45:35.167000000,Clerk-000001,False,
3321,Perform checks,2024-04-11 10:55:36.616000000,Clerk-000005,False,
3321,Make decision,2024-04-11 10:57:11.531000000,Manager-000006,False,
3321,Notify accept,2024-04-11 10:59:43.715000000,Manager-000003,True,synonymous
3321,Deliver card,2024-04-11 11:06:38.550000000,Manager-000004,False,
3322,Check for completeness,2024-04-11 08:57:14.042000000,Clerk-000004,False,
3322,Request info,2024-04-11 08:57:35.480000000,Manager-000003,False,
3322,info received,2024-04-11 09:00:42.307000000,,False,
3322,Check for completeness,2024-04-11 09:00:52.307000000,Clerk-000003,False,
3322,Perform checks,2024-04-11 09:30:11.949000000,Clerk-000005,False,
3322,Make decision,2024-04-11 09:39:46.279000000,Manager-000006,False,
3322,notify reject,2024-04-11 09:47:58.054000000,Manager-000003,False,
3322,time out,2024-04-11 09:57:41.663000000,,False,
3323,Check for completeness,2024-04-11 09:50:55.762000000,Clerk-000006,False,
3323,Perform checks,2024-04-11 09:59:21.916000000,Clerk-000002,False,
3323,Make decision,2024-04-11 10:01:11.893000000,Manager-000005,False,
3323,notify reject,2024-04-11 10:04:54.335000000,Manager-000002,False,
3323,review request received,2024-04-11 10:05:37.534000000,,False,
3323,Check for completeness,2024-04-11 10:05:47.534000000,Clerk-000003,False,
3323,Request info,2024-04-11 10:24:02.166000000,Manager-000003,False,
3323,info received,2024-04-11 10:27:34.440000000,,False,
3323,Check for completeness,2024-04-11 10:27:44.440000000,Clerk-000006,False,
3323,Request info,2024-04-11 10:31:20.992000000,Manager-000005,False,
3323,info received,2024-04-11 10:58:44.055000000,,False,
3323,Check for completeness,2024-04-11 10:58:54.055000000,Clerk-000006,False,
3323,Perform checks,2024-04-11 11:05:21.298000000,Clerk-000004,False,
3323,Make decision,2024-04-11 11:13:14.060000000,Manager-000001,False,
3323,notify reject,2024-04-11 11:21:35.356000000,Manager-000005,False,
3323,review request received,2024-04-11 11:36:11.171000000,,False,
3323,Check for completeness,2024-04-11 11:36:21.171000000,Clerk-000001,False,
3323,Request info,2024-04-11 11:46:50.313000000,Manager-000004,False,
3323,info received,2024-04-11 11:49:49.099000000,,False,
3323,Check for completeness,2024-04-11 11:49:59.099000000,Clerk-000005,False,
3323,Request info,2024-04-11 11:52:23.200000000,Manager-000001,False,
3323,info received,2024-04-11 11:52:47.124000000,,False,
3323,Check for completeness,2024-04-11 11:52:57.124000000,Clerk-000006,False,
3323,Perform checks,2024-04-11 12:15:51.750000000,Clerk-000003,False,
3323,Make decision,2024-04-11 12:16:40.915000000,Manager-000002,False,
3323,Notify accept,2024-04-11 12:25:09.234000000,Manager-000005,True,synonymous
3323,Deliver card,2024-04-11 12:38:20.023000000,Manager-000006,False,
3324,Check for completeness,2024-04-11 10:02:53.983000000,Clerk-000001,False,
3324,Request info,2024-04-11 10:11:36.257000000,Manager-000006,False,
3324,info received,2024-04-11 10:12:24.695000000,,False,
3324,Check for completeness,2024-04-11 10:12:34.695000000,Clerk-000004,False,
3324,Request info,2024-04-11 10:34:20.957000000,Manager-000002,False,
3324,info received,2024-04-11 10:55:59.903000000,,False,
3324,Check for completeness,2024-04-11 10:56:09.903000000,Clerk-000003,False,
3324,Perform checks,2024-04-11 11:08:24.104000000,Clerk-000002,False,
3324,Make decision,2024-04-11 11:19:30.501000000,Manager-000002,False,
3324,Notify accept,2024-04-11 11:28:38.399000000,Manager-000006,True,synonymous
3324,Deliver card,2024-04-11 11:38:09.122000000,Manager-000003,False,
3325,Check for completeness,2024-04-11 15:22:15.097000000,Clerk-000004,False,
3325,Perform checks,2024-04-11 15:27:57.200000000,Clerk-000001,False,
3325,Make decision,2024-04-11 15:34:46.760000000,Manager-000004,False,
3325,notify reject,2024-04-11 15:37:28.382000000,Manager-000001,False,
3325,review request received,2024-04-11 15:39:29.058000000,,False,
3325,Check for completeness,2024-04-11 15:39:39.058000000,Clerk-000005,False,
3325,Request info,2024-04-11 15:53:49.721000000,Manager-000002,False,
3325,info received,2024-04-11 15:56:14.394000000,,False,
3325,Check for completeness,2024-04-11 15:56:24.394000000,Clerk-000004,False,
3325,Perform checks,2024-04-11 15:57:33.435000000,Clerk-000001,False,
3325,Make decision,2024-04-11 16:02:38.296000000,Manager-000005,False,
3325,Notify accept,2024-04-11 16:14:49.396000000,Manager-000006,True,synonymous
3325,Deliver card,2024-04-11 16:22:58.296000000,Manager-000004,False,
3326,Check for completeness,2024-04-11 15:24:08.854000000,Clerk-000002,False,
3326,Request info,2024-04-11 15:42:11.446000000,Manager-000003,False,
3326,info received,2024-04-11 15:45:22.053000000,,False,
3326,Check for completeness,2024-04-11 15:45:32.053000000,Clerk-000006,False,
3326,Perform checks,2024-04-11 15:45:35.411000000,Clerk-000003,False,
3326,Make decision,2024-04-11 16:24:44.440000000,Manager-000001,False,
3326,notify reject,2024-04-11 16:41:02.648000000,Manager-000003,False,
3326,time out,2024-04-11 16:41:31.572000000,,False,
3327,Check for completeness,2024-04-11 16:56:22.907000000,Clerk-000002,False,
3327,Perform checks,2024-04-11 16:56:45.406000000,Clerk-000006,False,
3327,Make decision,2024-04-11 17:01:43.999000000,Manager-000002,False,
3327,notify reject,2024-04-11 17:02:20.292000000,Manager-000005,True,collateral
3327,notify reject_1,2024-04-11 17:02:21.075354419,Manager-000005,True,distorted|synonymous|collateral
3327,notify reject_2,2024-04-11 17:02:22.759882292,Manager-000005,True,distorted|synonymous|collateral
3327,time out,2024-04-11 17:02:38.382000000,,False,
3328,Check for completeness,2024-04-11 19:14:24.146000000,Clerk-000005,False,
3328,Perform checks,2024-04-11 19:18:16.940000000,Clerk-000004,False,
3328,Make decision,2024-04-11 19:34:52.553000000,Manager-000006,False,
3328,notify reject,2024-04-11 19:36:33.125000000,Manager-000004,False,
3328,time out,2024-04-11 19:37:43.676000000,,False,
3329,Check for completeness,2024-04-11 20:28:52.637000000,Clerk-000001,False,
3329,Request info,2024-04-11 20:29:17.965000000,Manager-000001,False,
3329,info received,2024-04-11 20:45:24.921000000,,False,
3329,Check for completeness,2024-04-11 20:45:34.921000000,Clerk-000003,False,
3329,Request info,2024-04-11 20:46:22.003000000,Manager-000003,False,
3329,info received,2024-04-11 21:01:29.095000000,,False,
3329,Check for completeness,2024-04-11 21:01:39.095000000,Clerk-000002,False,
3329,Request info,2024-04-11 21:14:02.705000000,Manager-000002,False,
3329,info received,2024-04-11 21:22:38.972000000,,False,
3329,Check for completeness,2024-04-11 21:22:48.972000000,Clerk-000006,False,
3329,Perform checks,2024-04-11 21:41:17.169000000,Clerk-000005,False,
3329,Make decision,2024-04-11 21:49:23.531000000,Manager-000005,False,
3329,Notify accept,2024-04-11 22:01:17.746000000,Manager-000006,True,synonymous
3329,Deliver card,2024-04-11 22:04:24.885000000,Manager-000004,False,
333,Check for completeness,2023-10-18 01:06:03.267000000,Clerk-000006,False,
333,Request info,2023-10-18 01:07:11.900000000,Manager-000006,False,
333,info received,2023-10-18 01:11:54.683000000,,False,
333,Check for completeness,2023-10-18 01:12:04.683000000,Clerk-000002,False,
333,Perform checks,2023-10-18 01:35:42.143000000,Clerk-000006,False,
333,Make decision,2023-10-18 01:36:40.211000000,Manager-000002,False,
